ID,Date,Text
4294969969,"22 October 2023, 18:36:56","(التفاؤل في أحداث غزة)

‏ https://youtu.be/th1g_XoNtnc?feature=shared

 #كلنا_مع_غزة 
 #ألم_وأمل"
4294969970,"23 October 2023, 01:07:02","التداعي إلى الدعاء والقنوت لأهلنا في غزة يجب ألا ينقطع، مع الاستمرار في تقديم كل ما يمكن.
الدعاء الدعاء"
4294969971,"23 October 2023, 01:22:31","القصف الليلة على غزة شديد جداً جداً،
اللهم إنا نستودعك أهلنا في غزة،
ونسألك أن تجعلها عليهم برداً وسلاماً،
حسبنا الله ونعم الوكيل، نعم المولى ونعم النصير.


 #كلنا_مع_غزة 
 #ألم_وأمل"
4294969972,"23 October 2023, 18:06:44",اليقظة، هي مِنحة الله لهذه الأمة من محنة غزة، فلنقدّر منحة الله، ولنستثمرها بشكل صحيح.
4294969973,"26 October 2023, 02:17:56","ما يجري اليوم مؤلم جداً في الحال، ولكنه مبشرٌ جداً في المآل.
وكل ما يجري يزيد المؤمن بصيرة وإيماناً، مع كونه يزيد المرتاب ريبة، وقد يُفتن بسببه ضعيف الإيمان.
وأمّا من تغذى على حقائق القرآن، وفَهِم السنن الإلهية، وفقِه أحوال الأنبياء؛ فإنه يسير بطمأنينة إيمانية عالية وهو ينظر إلى الأحداث، ويرى تدبير الله للكون، ولا تزيده الوقائع إلا إيمانًا بعظمة الله وعزته وحكمته.
ومن المهم جداً: عدم النظر بالمقياس الزمني المحدود، فالله يعلّمنا أن الميزان ميزانه، وتأمل هذه الآية في اختلاف تقدير الزمن، وهي قوله سبحانه: (حتى يقول الرسول والذين آمنوا معه متى نصر الله ألا إن نصر الله قريب) فانظر كيف جمع الله بين استبطاء زمن النصر بميزان الناس (متى نصر الله) وبيْن قُربِه بميزانه سبحانه (ألا إن نصر الله قريب).

ثم إن من المهم أن ندرك أننا نعيش بوادر مرحلة استثنائية في التدافع بين الحق والباطل،
وأن هذه المرحلة قد تكون مليئة بالآلام والمصاعب الشديدة،
ولكن إياك أن تشك أو يدخلك الريب في أن الله بعزته يدبّر لدينه ولأوليائه، وأن ما تراه من آلام فهو مقدمة الآمال، وأن النصر مع الصبر، وأن مع العسر يسرا.
والخاسر كل الخسران هو من يضيع وقته ونفسه اليوم، ومن كان كذلك فليتدارك الزمن بتوبة نصوح؛ لعل الله أن يكتبه في حَمَلة هذا الدين الذين سيعلي بهم كلمته، وينصر بهم دينه.
(ألا إن نصر الله قريب)


 #ألم_وأمل 
 #كلنا_مع_غزة"
4294969975,"26 October 2023, 23:01:33","من يفهم هذا الكلام فإنه لن يسأل: ""أين الله عن الأطفال الذين يقتّلون"" تعالى الله وجلّ وعلا."
4294969976,"27 October 2023, 14:41:28","من أهمّ السنن الإلهية التي ينبغي علينا فهمها:

سنة الابتلاء 

وهي سنّة عظيمة متعلقة بكثير من السنن الإلهية الأخرى.

وهذا مجلس في تذاكر هذه السنّة وبيان حدودها وفقهها ومتعلقاتها:

https://youtu.be/EdKNp63sbjA?feature=shared"
4294969977,"27 October 2023, 22:12:27","""ولا تهنوا ولا تحزنوا وأنتم الأعلون

إن كنتم مؤمنين""




تدبر في هذه الآيات في المقطع، ففيها الدواء والشفاء والله. 

أم حسبتم..؟
أم حسبتم..؟
أم حسبتم..؟

 #كلنا_مع_غزة"
4294969978,"28 October 2023, 00:47:11","كثير من الأمم انكسرت عبر التاريخ أمام ضربات الأعداء واتّبعَت ثقافة الغزاة والمحتلين، ثم انمحت هويتها إلى الأبد.
أمّا المسلمون فتعريف الأمة لديهم مختلف من أساسه، فالأمة -بمعناها الخاص عندهم- ليست هي الأعداد الكثيرة المنتمية بالاسم إليها،
بل هي الطائفة المتمسكة بالحق، التي تدافع دونه بالنفس والمال، السائرة على طريق نبيها، مهما خُذِلَت وخُولفت.
ثم يجعل الله سرّ حياة البقية الغافلة من الأمة -بمعناها الواسع-، في هذه القلة المتمسكة الثابتة، فيُحيِي بهم من شاء، ويُجدد بهم الدين، ويرفع بهم رايته ويعلي بهم كلمته؛ فيعود الناس إلى الحق.
والسرّ في ذلك كله هو المعجزة الخالدة التي أنزلها الله على نبيه محمد ﷺ: {القرآن} فنحن أمّة لا تنكسر ولا تنهزم طالما كنّا متمسكين بهذا الأصل العظيم، واتخذناه مرجعاً شمولياً حاكماً وتبرّأنا من كل ما يعارضه ويناقضه.
ومن يعِش منّا فسيرى -بإذن الله- حياة هذه الأمة من جديد؛ رغم جهد الأعداء لقرن كامل في الإفساد والتضليل والغزو العسكري والفكري والإعلامي.

قال رسول الله ﷺ: (لا تزال طائفة من أمتي ظاهرين على الحق، لا يضرهم من خذلهم حتى يأتي أمر الله وهم كذلك)

 #كلنا_مع_غزة 
 #ألم_وأمل"
4294969979,"29 October 2023, 03:20:56","من أين يستمد المؤمن الثابت شجاعته وصموده؟

https://youtu.be/KtPuy045fsI?feature=shared"
4294969980,"29 October 2023, 14:23:19","هذا أحد الطلاب الكرام من غزة، يخجل من قلّة إنجازه وهو بين رعب القصف ورائحة الدماء.

فرضي الله عن أهلها الذين لا يزالون يعلموننا كثيرا من الدروس المفقودة في هذا الزمان."
4294969982,"31 October 2023, 01:34:03","بعد مرور أسابيع على بداية الحرب على إخواننا في غزة، ينبغي علينا ألا نفتُر عن المشاركة الإعلامية المكثفة في شبكات التواصل، فهي مهمة ولها دورها، وهذه بعض المجالات المفيدة:

١- تثبيت القلوب وتوجيهها إلى إحسان الظن بالله سبحانه فيما يقضي ويقدّر.
٢- كشف شبهات المخذلين وفضحهم.
٣- كشف جرائم المحتلين والقوى الداعمة للاحتلال.
٤- بيان عمق الصراع بين الحق والباطل، وكشف زيف الدعاوى الغربية التي روجت لحقوق الإنسان، وحقوق المرأة والطفل.
٥- نشر التفاؤل والأمل ومحاربة اليأس، ومواجهة الحرب النفسية التي يبثها العدوّ والإعلام المنافق الموالي له.
٦- إبراز حقائق القرآن التي تجلت في هذه الأحداث، وتعزيز قيمة مرجعية الوحي في النفوس.
٧- الحث على مقاطعة الشركات التي أعلنت دعمها للاحتلال خلال هذه الحرب.
٨- تعزيز حالة اليقظة الناشئة عن هذه الأحداث، وتثبيت قضية التمييز بين الخبيث والطيب.
٩- الدعوة إلى التوبة والرجوع إلى الله تعالى وترك الغفلة واللهو، والشعور بالمسؤولية تجاه الأمة.
١٠- الحث على مواصلة الدعاء والقنوت.

#كلنا_مع_غزة"
4294969983,"31 October 2023, 15:31:01","تنبيه: تكثر في هذه الأحداث الحسابات الإخبارية غير الصحيحة، ويكثر تركيب المقاطع ونشر الفيديوهات القديمة والزائفة.
وكثير من الناس ينشرون ذلك دون وعي وتثبت، فيرجى التنبه.
ومن ذلك على سبيل المثال: حساب (غزة الآن) فهو غير موثوق ويرجى إلغاء متابعته."
4294969984,"31 October 2023, 15:53:48","الدعاء.. 
ولزوم حسبنا الله ونعم الوكيل"
4294969985,"31 October 2023, 17:18:00","ارتكبت قوات الاحتلال اليوم  #مجزرة_جباليا وهي من أبشع المجازر من بداية الحرب.

اللهم عليك بالمحتلّين المجرمين الظالمين، 
اللهم عليك بهم فإنهم لا يعجزونك،
اللهم انصر إخواننا وثبتهم واحفظهم، اللهم تقبل شهداءهم، واشف جرحاهم.
ونسألك اللهم بعزتك أن تخذل من خذل عبادك المسلمين في غزة، وأن تعاجلهم بقارعة في الدنيا قبل الآخرة.

حسبنا الله ونعم الوكيل،
لا إله إلا الله العظيم الحليم،
لا إله إلا الله رب العرش العظيم،
لا إله إلا الله رب السماوات ورب الأرض ورب العرش الكريم،
الله مولانا نعم المولى ونعم النصير.


 #كلنا_مع_غزة 
 #ألم_وأمل 

‏ #StopGenocideInGaza 
‏ #WarCriminalIsrael"
4294969986,"2 November 2023, 06:57:26","هل نحتفي بمشاركة جماعة ""حزب الله"" -إذا شاركت في الحرب ضد قوات الاحتلال-؟

بعد أسابيع من نزيف دماء إخواننا في غزة، وعدم مشاركة جماعة ""حزب الله"" إلى هذا الوقت بالقدر الذي يوازي التعريف الذي عرّفوا به أنفسهم بأنهم جنود الأقصى ومحررو فلسطين، أو يوازي قدر المعركة والدماءِ التي نزفت والمجازر التي ارتكبت، 
إلا أن هذه المشاركة باتت الآن موضوعة على الطاولة أكثر من أي وقت مضى.
وينبعث سؤال بسبب ذلك حول الموقف من مشاركتهم من جهة الفرح والاحتفاء أو السكوت أو المعارضة؟

ولا شك أن هذا السؤال من أكثر الأسئلة المسببة للاختلاف بين طائفة من المهتمين بقضايا الأمة الإسلامية عامة وبقضية فلسطين وسوريا خاصة، 
فبعض إخواننا في فلسطين يقولون: الأعداء يضربوننا، ونعيش إبادة حقيقية على مرأى العالم، والأمة خذلتنا، ولم يقف معنا إلا هذه الجماعات الشيعية، أفتستكثرون علينا الفرح بما يخفف عنا لمجرد كونهم من الشيعة؟ 
وإخواننا في سوريا يقولون: نحن مع قضيتكم فهي قضية المسلمين جميعاً، ونحن أكثر من يشعر بمأساتكم لأننا نعيش مثلها، ولكن: ألا ترون مقدار الجرائم والمجازر التي ارتكبتها هذه الجماعة في حق أطفالنا ونسائنا والتي لا تقل عن مستوى جرائم قوات الاحتلال بل تزيد؟
ألا تتقون الله في دمائنا وحقوقنا بتجنب الثناء على قتلة أطفالنا ونسائنا كما نتقي الله في دمائكم وحقوقكم؟

وسأُبيّن في هذا التعليق المختصر ما أرجو أنه الحق:

بدايةً، هناك فرق بين الحفاوة المتعلقة بالأثر الإيجابي للمشاركة من جهة تخفيف الضغط عن إخواننا في غزّة وتشتيت قوات الاحتلال،
وبين الحفاوة المتعلقة بتزكية المشاركين وإضفاء ألقاب الثناء عليهم أو على فصيلهم، سواء بتسميتهم بالشهداء أو بغير ذلك من ألقاب الثناء الشرعية، 
فالمساحة الأولى هي مساحة اجتهادية، لا حرج على من شارك فيها بالتفاعل الإيجابي؛ خاصة وأنّ مقدار الألم الحاصل من مجازر الاحتلال كبير جدا، فيجب تفهّم شعور الفرح بكل ما يخفف شيئا من هذه الآلام، وليس من يعيش تحت القصف والموت كمن لم يعش.

وأما المساحة الثانية ففيها إشكال على مختلف المستويات، وذلك كما يلي:

١- أن هذه الجماعة ارتكبت مجازر شنيعة ومروعة ضد أهلنا في سوريا؛ ولا يمكن فصل ما يجري في فلسطين عما يجري في سوريا -إذا كنّا نتحدث عن أمة إسلامية ذات جسد واحد-، فهم جُناة سفاكون للدماء موغلون في هذا السبيل إلى نهايته؛ فكيف ننسى ذلك أو نتجاهله؟!

٢- أنّ الفصائل الشيعية المسلّحة لديها إيمان عميق بمركزية الصراع مع السنّة أكثر من إيمانها بمركزية الصراع مع الاحتلال أو القوى الغربية، وهذا الإيمان مبنيّ على مرتكزات عقدية وفكرية وليس مرتبطاً بمجرد الاحداث، ومن لا يعرف أصول القوم ولا تاريخهم فليقرأ حتى لا يقع في الوهم.

٣- أنّ هذه المرحلة الحرجة والحساسىة في تاريخ الأمة تتطلب وضوحاً في الهوية.
والهويةُ مرتبطة بالمرجعية والعقيدة والتاريخ ارتباطاً وثيقاً.
والإشكال بيننا وبين هذه الجماعة وأمثالها إشكالُ عقيدة ومرجعية وتاريخ.
وعلى قدر وضوح هذا المعنى عند هذه الجماعات واستهتارهم بنا وبدمائنا، ومع كونهم يعدون أنفسهم لسدّ أي فراغ قد ينشأ في المنطقة بسبب الحروب كما فعلوا في العراق وغيرها، 
إلا أنه لا يزال غير واضح لكثير من المخدوعين من أهل السنة.
٤- أن إضفاء الألقاب الشرعية المتعلقة بالتدافع بين الحق والباطل كلقب (الشهداء في سبيل الله) إنما يكون للذين يقاتلون لتكون كلمة الله هي العليا، وأما هذا الفصيل فلا يقاتل لذلك.
وهذا ليس خوضاً في النيّات بل لأن التاريخ الحديث شاهد على بواعث حركة هذه الجماعة وولائها وغاياتها، فضلاً عن شواهد التاريخ القديم.

والخلاصة، أنّه لو حصلت مشاركة حقيقية من هذه الجماعة، فإن حفاوة من يحتفي بذلك أمرٌ اجتهادي؛ غير أنه ينبغي ألا ننسى بسببها جرائمهم، ولا حقيقة دوافعهم، ولا طبيعة هويتهم المحارِبة لهويتنا على طول الطريق.

فإن قال قائل: ليس هذا وقت نشر الكلام الذي يفرق الأمة ويمزق صفوفها ويلهينا عن قضية غزة!
فأقول: 
• نحن أحوج ما نكون إلى الوحدة واجتماع الكلمة ونبذ أسباب الخلاف، ولذلك فليس هذا وقت استفزاز مشاعر الأمّة بتمجيد من ارتكب المجازر والجرائم في حقها؛ فهذا من أبرز ما يؤدي إلى الفرقة.
• وليس هذا وقت ارتكاب أسباب تأخير النصر باللبس بين الحق والباطل والخلط بين الخبيث بالطيب.
• وأما الفُرقة بيننا وبين هذه الجماعات فلسنا من ابتدأها ولا من أثارها، بل هم الذين ابتدؤوها بتاريخ مليء بلعن صحابة نبينا ﷺ والطعن في عرض زوجته ومفارقة سنته ﷺ، ثم زادوا من هذه الفُرقة في السنوات الأخيرة بحربهم الشرسة على إخواننا في سوريا -التي لم تكن دفاعا عن النفس وإنما كانت حرباً دينية وسياسية اقتحموها بأنفسهم ضد أهل السنة- وارتكبوا فيها أبشع المجازر وأقبحها؛ فعن أي وحدة تتحدث وقد فعلوا كل ذلك ولا يزالون؟

ونسأل الله سبحانه أن ينصر إخواننا في غزة ويفرج همهم ويهلك عدوهم."
4294969987,"2 November 2023, 07:39:13",تنبيه: تكثر في هذه الأحداث الحسابات الإخبارية غير الصحيحة، ويكثر تركيب المقاطع ونشر الفيديوهات القدي...
4294969988,"2 November 2023, 16:31:50","حين نرفع أيدينا بالدعاء لإخواننا في غزة تُشرق في قلوبنا حقائق عظيمة؛ منها:

 أن الله هو القويّ، 
وأنه الملك العزيز، 
وأنه إذا نصر عباده المؤمنين فلا غالب لهم ولو اجتمعت عليهم جيوش الأرض، 
وأنه يسمع الدعاء،
ويحب تناصر المؤمنين،
وأنه أرحم الراحمين.
وأنه يريد من عباده تفريغ قلوبهم إلا من التوكل عليه والإيمان به والاعتصام به،

فإذا استحضرنا هذه الحقائق بقلوبنا ونحن ندعو، وبذلنا مع الدعاء كل ما يمكننا بذله؛ فلا مجال بعدها لليأس أو الهلع أو الجزع، بل هو التفاؤل وحسن الظن بالله والتوكل عليه، واليقين التام بمعيّته، 
وهذه مقامات عظيمة في العبودية له سبحانه.

ومن المهم في سياق ذلك إحياء سنّة قنوت النوازل في الصلوات المفروضة لإخواننا والمواظبة عليها.


لا إله إلا الله وحده صدق وعده ونصر عبده وغلب الأحزاب وحده فلا شيء بعده،
اللهم انصر عبادك المؤمنين في غزة وثبت أقدامهم واربط على قلوبهم واهزم عدوهم يا قوي يا عزيز.
اللهم صلّ على عبدك ورسولك محمد.

 #كلنا_مع_غزة 
 #ألم_وأمل"
4294969989,"2 November 2023, 22:11:23",تتجدد الحقائق: ١١- أن هؤلاء القوم المحتلين يكتمون الحقائق ويحرّفونها، وينسبونها إلى غير قائلها وفاع...
4294969990,"3 November 2023, 18:14:33",١٢- غلبة القلة الصابرة، كما قال سبحانه: (إن يكن منكم مائة صابرة يغلبوا مائتين وإن يكن منكم ألف يغلبو...
4294969991,"4 November 2023, 01:14:43","حين تبذل كل ما تستطيع لنصرة إخوانك في هذه المعركة الشريفة، وتشفع ذلك بالدعاء الصادق من خالص قلبك لهم،
ثم في نفس الوقت يخذلهم القادرون على تغيير المعادلة ميدانياً من القريب والبعيد،
ولا يبقى لإخواننا إلا التوكل على الله وحده؛

فثق أنّ الله بعزته معهم، وأن هذه هي النتائج:

١) نصْرُ الله لهم [والنصر لا يعني بالضرورة الغلبة بل قد يعني النجاة ورد كيد الأعداء، كما في قوله سبحانه {جاءهم نصرُنا فنُجّي من نشاء} وقد يعني التثبيت وإعلاء الكلمة أمام الأعداء على الرغم من كثرتهم]
٢) معاقبة الله لمن خذلهم من القادرين، طال الزمن أم قصر، بالفتن وأنواع المصائب؛ لعموم حديث: {إن الناس إذا رأوا الظالم فلم يأخذوا على يديه، أوشك أن يعمهم الله بعقابه}
٣) إهلاك المجرمين المعتدين، إذْ إنّ لهم عند الله أجلاً لا يستأخرون عنه ساعة ولا يستقدمون، وهذا الأجل له أسباب، من أهمها: زيادة الظلم والإفساد.

فلا تحزن، ولا تهن، واستمرّ في البذل بكل ما تستطيع، والدعاء، وأحسن الظن بالله، فالمبشرات كثيرة ومن أعظمها: تمييز الخبيث من الطيب؛ فهي من مبشرات النصر.

#كلنا_مع_غزة 
#ألم_وأمل"
4294969992,"4 November 2023, 08:39:52","هذا أوان تمحيص القلوب،
وأوان تحقيق العبودية الخالصة لله بالتوكل عليه وإحسان الظن به،
وأوان الصدق في نصرة الدين والمسلمين، والصبر على نتائج ذلك،
فقد كشف الباطل عن وجهه الخبيث،
واصطفّ المنافقون خلفه،
واشتد القتل والإجرام،
وانعدم الناصر من الناس،
وكثر الخاذلون والمخذلون والمرجفون،
فهذا حين {ابتلي المؤمنون وزلزلوا زلزالاً شديداً}
وهو أوان تخلية القلوب إلا من الله وحده، وأوان تحقيق {لا إله إلا الله} بالقلب واللسان، ولزوم {حسبنا الله ونعم الوكيل}
وأوان التوبة النصوح لله.

{حتى يقول الرسول والذين آمنوا معه متى نصر الله ألا إن نصر الله قريب}

#غزة"
4294969993,"4 November 2023, 19:09:53","بعد قليل:
متى يأتي النصر؟
بث درس تأصيلي لسنة النصر
https://x.com/ahmadyualsayed/status/1720835295564673300?s=46&t=-sP4fzKvADxdNm5M615iYg"
4294969994,"6 November 2023, 13:48:54","يعيش الكثير صدمة بسبب ""خذلان الأمة لغزة""، وهذه الصدمة لا تأتي إلا إذا كان الإنسان قد توقع أن الأمة ستتحرك ثم تفاجأ بخلاف توقعه.
وأما من كان على وعي بالواقع فإنه لم يتفاجأ بما حصل؛ فهذا هو المتوقع تماماً؛ 
وذلك لأن الأمة مكبلة بقيود قديمة لم تُصنَع اليوم، وإنما صُنِعَت لها منذ عقود،
بالإضافة إلى أن أسباب الغفلة واللهو قد ازدادت في السنوات الأخيرة حتى قُطعت صلة كثير من شباب الأمة بقضاياها فلم تعد محلّ اهتمام حقيقي لديهم، فلم يتربوا على معاني نصرة الدين والتضحية وكيفية التأثير والإصلاح؛ فازداد الفراغ وتعمّق الداء.
فلما حصلت الحرب في غزة أحدثت حالة هائلة من الصدمة للغافلين واللاهين والحالمين، ثم ازدادات مع الأيام بقدر ازدياد الدماء والآلام والمصائب.
فالبعض لم ينكشف له زيف القوى الغربية إلا مع هذه الأحداث، فعلم أن شعاراتهم القيمية كانت كاذبة حين نزلت على المسلمين، مع أنه كان مفتوناً بهم قبل ذلك.
والبعض لم يدرك إلا الآن بأن أصحاب القدرة والقرار لن يتحركوا في مثل هذه الأحداث بل قد يكون لبعضهم دور عكسي فيها؛ وهذا ليس بجديد لمن له قدر من الوعي والاطلاع.
والبعض للتو اكتشف أن المكوّنات الفاعلة من أبناء الأمة قد تم تغييبها وإبعادها سابقا، وربما كان ممن يحاربهم بجهل قبل ذلك.

ولذلك اضطرب الكثير واهتزت القلوب حين أدركَتْ حالة العجز الرهيب التي لم تُكتشف إلا الآن مع كونها كان واضحة قبل ذلك للقلة الواعية.
ولذلك فقد كان من أهم المشاريع التي عمل عليها البعض من هذه القلة فيما قبل هذه الأحداث: صناعة المصلحين؛ نظراً لإدراكهم حجم الفراغ الرهيب في الواقع وتوقع مثل هذه الأزمات في ظل غياب المكوّنات الفاعلة.

على أية حال؛ هذه الصدمة حين تتحول إلى يقظة حقيقية واعية وتكون سببا لتغير حال أبناء الأمة من الغفلة واللهو والضياع إلى إدراك حقيقة الصراع، وإبصار مقدار الداء وعظم التكبيل وشدة الحرب ومن ثم السعي للإصلاح؛ فإن هذا -والله- نصر رباني عظيم لهذه الأمة ما كان ليحصل بتخطيط أو ترتيب، 
وأسمّيه نصراً لأن فيه قطعا لمراد الأعداء وتخييباً لسعيهم الطويل وإنفاقهم العظيم وتخطيطهم المحكم لإلهاء الأمة وتضليلها؛ فتأتي هذه الأحداث لتقطع كل ذلك؛ وهذا في ميزان القرآن نصر.

حسناً؛ وماذا بعد كل هذا الكلام؟
أولاً يجب أن نؤكد ونثبّت ونعزز هذا المعنى، وهو أن هذه اليقظة نصر يجب المحافظة عليه وتنميته، وألا تكون لحظة عاطفية فحسب.
ثم نعلم أن كل خير يمكن أن يحصل بعد ذلك فهو مرهون بتحقق هذه اليقظة أولا،
ثم أزعم أن حالة الصدمة واليقظة هذه ستقود الأحرار من نخب هذه الأمة إلى مستوى مختلف للتعاطي مع المشكلات؛ والخروج بحلول جديدة ستترك أثرها الحقيقي في الواقع خلال المرحلة القادمة، فلن يتعامل أحد مع الواقع بعد الآن كمثل السابق.
ولذلك فإنه لا شك عندي أن الأمة ستقبل على صفحة عظيمة من الخير المستقبلي، الذي سيأتي عقب التفاعل الصحيح المتراكم مع هذه الأحداث والتفكير المختلف في التفاعل معها وبعدها.

حسناً؛ هذا في المستقبل؛ وماذا عن الآن؟
الجهود الحالية المتفرقة التي تبذلها الشعوب المكبلة اليوم لغزة: مهمة وطيبة في حدود ما يمكن، 
والمطلوب استمرارها وزيادتها، 
والتفكير في وسائل نصرة جديدة قد تثمر بشكل أفضل،
والمحافظة على الزخم بكل صوره، 
والضغط والمقاطعة، 
وعدم اليأس، 
و الابتعاد عن الدور السلبي العقيم الذي يقوم به الكثير؛ وهو تثبيط العاملين والتقليل من قيمة الممكن الذي يقدمونه، والظن أن بيدهم تغيير المعادلة كلها بكلمة أو بقرار شخصي ومن ثم اتهامهم بالخذلان، وهذا والله من قلة الوعي،
فلنتق الله في أنفسنا ولنكمل جهود بعضنا، فكلنا نسعى ونجتهد، وستثمر الجهود بإذن الله، وأعداؤنا إنما هم المثبطون والمخذلون والمشككون وليسوا الباذلين ما يمكنهم!

وهذا وقت الاعتصام بالله ليثبت القلوب؛ فالبلاء شديد، وقد يطول ويشتد، ولا بد من التمسك بحسن الظن بالله، ولا يمكن ذلك إلا بفهم ميزان الله الذي بينه في كتابه ببيان سننه مع أنبيائه وأعدائهم.

اللهم ارحمنا وثبت إخواننا في غزة وانصرهم وأهلك أعداءهم، وصل على سيدنا محمد.

 #كلنا_مع_غزة 
 #ألم_وأمل"
4294969995,"6 November 2023, 20:24:47","تم المجلس الأخير من سلسلة السنن الإلهية ولله الحمد، وكان عن سنّة النصر والتمكين وضوابط فهمها وثمرات الوعي بها:

https://youtu.be/iPTgb9rWAj4?feature=shared"
4294969996,"6 November 2023, 21:50:17",هذا أحد الطلاب الكرام من غزة، يخجل من قلّة إنجازه وهو بين رعب القصف ورائحة الدماء. فرضي الله عن أهل...
4294969997,"7 November 2023, 01:32:56","رضينا يا رب فارض عنّا!


هذا هو الإيمان والتوحيد والتسليم."
4294969998,"8 November 2023, 00:43:01","من المهم أن يغرس الآباء والأمهات في عقول أبنائهم حقائق ما يجري اليوم، ويبينوا لهم بكل وضوح وإقناع: من هم الأعداء، وماذا فعلوا بنا؟ وكيف كانوا يجمعون بين القتل والإجرام والكذب والتزوير والتضليل الإعلامي،
حدثوهم عن ثبات أهل غزة وعن صبرهم وعزتهم وإيمانهم،
وخبّروهم؛ من الذي نصر الدين والمسلمين واجتهد في بذل ما في وسعه ومن الذي خذل وطعن وخوّن؟
ولا تجنّبوهم رؤية بعض المشاهد [المنتقاة] ولو كانت مؤلمة، دعوهم يشعرون بشيء من الألم الذي يشعر به أهلنا في غزة، وحدثوهم عن المجازر التي حدثت.
واغرسوا في نفوسهم أن الحق لا يسقط بالتقادم، وأنه لا يضيع حق وراءه مُطالِب، وأن الأمة كلها مسؤولة عما يجري اليوم وفي المستقبل.
وبينوا لهم أن المصيبة كل المصيبة أن ننسى غداً ما فعله الأعداء اليوم، وأنّ نضيّع في المستقبل حقوق الماضي.
وأوصوهم بالدعاء الصادق للمسلمين وعلى المجرمين المعتدين، فإنّ قلوبهم البريئة وأصواتهم الضعيفة مسموعة عند أرحم الراحمين.
وحسبنا الله ونعم الوكيل ولا حول ولا قوة إلا بالله العليّ العظيم، يا رب فرجك ورحمتك ونصرك وعافيتك.

 #كلنا_مع_غزة 
 #ألم_وأمل"
4294969999,"8 November 2023, 16:54:00","كما كشفت لنا أحداث غزة عن المخذلين المرجفين من ذوي النوايا السيئة؛ فقد كشفت لنا كذلك عن نوع آخر من المخذلين من ذوي النوايا الحسنة، وهم الذين لا يتركون أحداً ممن يناصر هذه القضية إلا ويعترضون عليه ويزايدون، وكأن الجيوش محبوسة بسبب عدم كتابة تغريدة آمرة لها بالتحرك!

هؤلاء لا ينظرون إلا بعين واحدة، بينما متطلبات الحدث كثيرة وليست محصورة في أمر واحد:

- فهناك من اضطرب قلبه فيحتاج إلى التثبيت،
- وهناك من اضطرب إيمانه فيحتاج إلى بيان الحكمة والتوجيه إلى حسن الظن بالله،
- وهناك من هو غافل فيحتاج إلى تذكير،
- وهناك من استيقظ للتوّ من مسيرة غفلته فيحتاج إلى فهم وتوعية،
- وهناك من لا يبذل شيئا بسبب عدم معرفته بما يجب بذله، فيحتاج إلى نصح وتوجيه،
- وهناك من فتر من البذل بسبب طول المدة والانشغال، فيحتاج إلى وعظ وتذكير بعدم ترك النصرة من مقاطعةٍ أو غيرها
- وهناك من هو متشائم فيحتاج إلى جرعات تفاؤل،
- وهناك من يبالغ في التفاؤل فيحتاج إلى جرعة وعي حتى لا يُصدم لاحقا،
- وهناك مخذِّلون مرجفون مشككون، ومجرمون محاربون بالإعلام والتشويه والتثبيط، فهؤلاء لهم خطابهم أيضا

- وهناك من لم يدرك حجم الحدث بعد فيظنها حرباً عادية فيها شيء من الظلم، فيحتاج إلى إيقاظ لحقيقة ما يجري وأنه أمر عظيم بالغ الخطورة ليس من جهة القتل والجراح فقط، وإنما من جهة الكيد الذي يراد بأمة الإسلام من خلال هذه الأحداث العظيمة الاستثنائية في التاريخ المعاصر، وأن لها ما بعدها،
فهذا كذلك نوع من الخطاب يُحتاج إليه،

- وهناك -وهو الأهم- من هم تحت الألم والقصف واحتياجاتهم كثيرة من جهات متعددة، فيها بعض ما ذُكر بالأعلى وفيها غير ذلك؛ فكلٌّ يبذل فيها وسعه وما يستطيع، ويواظب ويطوّر ويتعاون مع من في التعاون معه زيادة إحسان.


فاربعوا على أنفسكم، وتآزروا، وتناصروا، وكلٌّ يبذل ما يستطيع، وافهموا طبيعة المعركة، والله المستعان.

 #كلنا_مع_غزة 
 #ألم_وأمل"
